,Source,Location,Latitude,Longitude,Speed_Max,Date,Description,Speed,Tempo,Distance,Duration,Start,Ascent,Descent,Elevation_Gain,Elevation_Max,Calories,Km_1,Km_2,Km_3,Km_4,Km_5,Km_6,Km_7,Km_8,Km_9,Km_10,Km_11,Km_12,Km_13,Km_14,Km_15,Km_16,Km_17,Km_18,Km_19
186,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.421918206299806,2017-07-24,Running 5.46 km in 34:13 min (6:16 min/km),2.658151032293819,06:16,5.457830000000058,34.22071666666667,05:53:32,36.48020935058594,31.995483398437507,0.0,0.0,484.0,,,,,,,,,,,,,,,,,,,
187,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.295651160497366,2017-07-25,Running 5.05 km in 34:12 min (6:46 min/km),2.461814012840645,06:46,5.052599999999999,34.20648333333334,06:05:42,45.940567016601555,45.29699707031249,0.0,0.0,441.0,,,,,,,,,,,,,,,,,,,
188,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.454315487914419,2017-07-26,Running 5.13 km in 31:05 min (6:04 min/km),2.750805729945001,06:03,5.130470000000094,31.08465,06:58:42,37.12326049804687,37.17462158203125,0.0,0.0,466.0,,,,,,,,,,,,,,,,,,,
189,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.492864759306989,2017-07-27,Running 5.04 km in 30:32 min (6:03 min/km),2.753612904493631,06:03,5.04474000000013,30.534066666666668,05:47:55,31.828750610351562,27.072845458984375,0.0,0.0,460.0,,,,,,,,,,,,,,,,,,,
190,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.312882303164121,2017-07-28,Running 5.16 km in 30:24 min (5:54 min/km),2.827556293511566,05:53,5.156490000000126,30.394266666666667,06:14:49,34.75709533691406,35.80354309082031,0.0,0.0,469.0,,,,,,,,,,,,,,,,,,,
191,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.473063622723726,2017-07-29,Running 5.11 km in 34:25 min (6:44 min/km),2.473767126372533,06:44,5.108009999999976,34.41451666666667,10:05:32,39.534866333007805,40.83300018310547,0.0,0.0,443.0,,,,,,,,,,,,,,,,,,,
192,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.356991322607548,2017-07-31,Running 5.03 km in 32:48 min (6:31 min/km),2.557447344803976,06:31,5.032549999999954,32.7967,06:03:00,22.262481689453125,23.97747802734375,0.0,0.0,445.0,,,,,,,,,,,,,,,,,,,
193,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.393057481490808,2017-08-01,Running 5.06 km in 29:16 min (5:47 min/km),2.881317907937384,05:47,5.0602800000001364,29.270633333333333,06:40:35,24.51774597167968,21.085685729980476,0.0,0.0,462.0,,,,,,,,,,,,,,,,,,,
194,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.63953952018965,2017-08-02,Running 5.02 km in 33 min (6:35 min/km),2.532923424349179,06:34,5.01588999999992,33.00461666666667,06:19:16,19.78328704833985,23.929176330566413,0.0,0.0,443.0,,,,,,,,,,,,,,,,,,,
195,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.511112674791144,2017-08-03,Running 5.12 km in 33:42 min (6:35 min/km),2.532968483761271,06:34,5.122640000000024,33.70643333333333,07:25:33,54.02822113037108,68.26725769042969,0.0,0.0,459.0,,,,,,,,,,,,,,,,,,,
196,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.531241923948766,2017-08-05,Running 5.06 km in 34:38 min (6:51 min/km),2.433282644055366,06:50,5.056409999999931,34.63366666666666,09:01:55,34.530548095703125,32.40557098388672,0.0,0.0,433.0,,,,,,,,,,,,,,,,,,,
197,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.753691501988365,2017-08-06,Running 5.02 km in 32:02 min (6:23 min/km),2.611723203159491,06:22,5.019510000000273,32.03191666666667,09:24:12,27.759044647216797,28.934139251708984,0.0,0.0,439.0,,,,,,,,,,,,,,,,,,,
198,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.678924984864404,2017-08-07,Running 5.04 km in 29:40 min (5:53 min/km),2.829493936493855,05:53,5.037880000000071,29.6748,06:19:05,38.35612106323242,37.1855583190918,0.0,0.0,456.0,,,,,,,,,,,,,,,,,,,
199,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.51700541539027,2017-08-09,Running 5.05 km in 30:42 min (6:05 min/km),2.739547343308534,06:05,5.046889999999996,30.703916666666665,06:23:23,24.444931030273438,26.60182189941406,0.0,0.0,458.0,,,,,,,,,,,,,,,,,,,
200,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.292031365569196,2017-08-12,Running 1.39 km in 7:47 min (5:36 min/km),2.979365436302679,05:35,1.3911699999999907,7.78225,08:33:40,25.089021205902114,18.808224797248847,0.0,0.0,129.0,,,,,,,,,,,,,,,,,,,
201,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,0.0,2017-08-12,Running for 1:36:27 hr,0.0,,0.0,96.0,08:42:18,0.0,0.0,0.0,0.0,0.0,"Duration=96.45, Speed=0",,,,,,,,,,,,,,,,,,
202,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.466374578681113,2017-08-15,Running 5.05 km in 30:47 min (6:05 min/km),2.736152453648284,06:05,5.052849999999833,30.77831666666667,06:37:44,56.694183349609375,54.95387268066406,0.0,0.0,461.0,,,,,,,,,,,,,,,,,,,
203,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.524602440440514,2017-08-16,Running 5.09 km in 30:57 min (6:04 min/km),2.743648791584604,06:04,5.094439999999791,30.946866666666665,06:07:19,43.94026565551758,45.81772994995117,0.0,0.0,465.0,,,,,,,,,,,,,,,,,,,
204,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.599327959494433,2017-08-18,Running 5.04 km in 28:24 min (5:38 min/km),2.955695879299349,05:38,5.035089999999906,28.392016666666667,05:41:46,32.305915832519524,31.350624084472656,0.0,0.0,468.0,,,,,,,,,,,,,,,,,,,
205,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.540813936794453,2017-08-20,Running 5.05 km in 29:49 min (5:54 min/km),2.82141032791841,05:54,5.048309999999819,29.821433333333335,08:57:02,48.53117752075195,57.50300979614258,0.0,0.0,459.0,,,,,,,,,,,,,,,,,,,
206,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.740471869328494,2017-08-21,Running 6.04 km in 36:44 min (6:05 min/km),2.740471869328494,06:07,6.0,36.0,05:59:07,0.0,0.0,0.0,0.0,552.0,,,,,,,,,,,,,,,,,,,
207,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.607055830827475,2017-08-23,Running 5.17 km in 28:49 min (5:34 min/km),2.992057023295552,05:34,5.172359999999951,28.811616666666666,06:07:18,35.844078063964844,34.9721565246582,0.0,0.0,476.0,,,,,,,,,,,,,,,,,,,
208,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.640949637253775,2017-08-24,Running 5.05 km in 28:19 min (5:36 min/km),2.973590435470856,05:36,5.052709999999902,28.319916666666664,06:53:26,42.912322998046875,44.299468994140625,0.0,0.0,468.0,,,,,,,,,,,,,,,,,,,
209,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.636879239279732,2017-08-25,Running 5.05 km in 28:22 min (5:37 min/km),2.968172068286634,05:36,5.050789999999952,28.360833333333336,05:52:28,45.919418334960945,44.496803283691406,0.0,0.0,465.0,,,,,,,,,,,,,,,,,,,
210,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.467983388482095,2017-08-27,Running 5.05 km in 29:42 min (5:53 min/km),2.834759241840181,05:52,5.050939999999934,29.696466666666666,07:36:29,32.378334045410156,35.20537567138672,0.0,0.0,458.0,,,,,,,,,,,,,,,,,,,
211,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.296497494007322,2017-08-28,Running 5.04 km in 32:47 min (6:31 min/km),2.560633337433214,06:30,5.0379999999997755,32.79136666666667,06:07:27,38.5986442565918,39.48625183105469,0.0,0.0,448.0,,,,,,,,,,,,,,,,,,,
212,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.803355442840423,2017-08-30,Running 14.37 km in 1:25:26 hr (5:57 min/km),2.803355442840421,06:06,14.0,85.0,05:41:09,0.0,0.0,0.0,0.0,1312.0,,,,,,,,,,,,,,,,,,,
213,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.251104006317922,2017-09-02,Running 5.16 km in 30:57 min (6 min/km),2.780920025808103,05:59,5.163539999999814,30.946233333333332,09:37:22,50.761802673339844,50.56932067871094,0.0,0.0,466.0,,,,,,,,,,,,,,,,,,,
214,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.447955446423209,2017-09-03,Running 5.13 km in 31:40 min (6:11 min/km),2.698622711316612,06:10,5.127679999999807,31.668499999999998,09:12:17,31.15324401855469,29.643707275390625,0.0,0.0,467.0,,,,,,,,,,,,,,,,,,,
215,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.261306752455227,2017-09-04,Running 5.02 km in 29:40 min (5:55 min/km),2.820496540889721,05:54,5.019899999999738,29.663216666666663,06:24:15,39.801963806152344,41.460960388183594,0.0,0.0,462.0,,,,,,,,,,,,,,,,,,,
216,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.455770725200611,2017-09-06,Running 6.08 km in 34:50 min (5:44 min/km),2.910604840021254,05:43,6.084339999999787,34.840066666666665,05:37:21,47.40420532226562,48.21624755859375,0.0,0.0,558.0,,,,,,,,,,,,,,,,,,,
217,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.338720569701611,2017-09-07,Running 6.19 km in 39:14 min (6:20 min/km),2.631204489859358,06:20,6.194599999999559,39.23805,05:35:35,52.90904235839844,53.133209228515625,0.0,0.0,557.0,,,,,,,,,,,,,,,,,,,
218,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.242794426172803,2017-09-08,Running 5.03 km in 34:29 min (6:51 min/km),2.430267198534706,06:51,5.029279999999669,34.49058333333333,05:55:38,55.10838317871094,52.57493591308594,0.0,0.0,437.0,,,,,,,,,,,,,,,,,,,
219,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.709218859957779,2017-09-09,Running 7.53 km in 45:38 min (6:04 min/km),2.750032050591105,06:03,7.529199999999311,45.63098333333333,07:44:18,4.879180908203125,7.106460571289061,0.0,0.0,691.0,,,,,,,,,,,,,,,,,,,
220,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.237407956279822,2017-09-10,Running 5.06 km in 34:15 min (6:46 min/km),2.461516606445918,06:46,5.059639999999765,34.25828333333333,10:03:19,51.916885375976555,49.525497436523445,0.0,0.0,376.0,,,,,,,,,,,,,,,,,,,
221,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.476987955317591,2017-09-11,Running 5.06 km in 30:45 min (6:05 min/km),2.740303120949138,06:04,5.056779999999799,30.7556,05:54:25,63.36944580078125,62.03656005859375,0.0,0.0,392.0,,,,,,,,,,,,,,,,,,,
222,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.445023807705041,2017-09-12,Running 8.19 km in 49:49 min (6:05 min/km),2.740288740910792,06:04,8.191229999999425,49.81975,05:53:15,97.48797607421875,103.57795715332031,0.0,0.0,638.0,,,,,,,,,,,,,,,,,,,
223,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.948621284793056,2017-09-14,Running 7.04 km in 44:42 min (6:21 min/km),2.625771413913139,06:20,7.04254999999946,44.70146666666667,05:13:52,30.54933166503907,35.50538635253906,0.0,0.0,540.0,,,,,,,,,,,,,,,,,,,
224,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.215102918016473,2017-09-15,Running 5.03 km in 30:17 min (6:01 min/km),2.771054093287843,06:00,5.03374999999975,30.275783333333333,06:52:19,35.98303985595703,39.8555908203125,0.0,0.0,394.0,,,,,,,,,,,,,,,,,,,
225,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.234622259041772,2017-09-16,Running 6.06 km in 37:14 min (6:09 min/km),2.710773177069784,06:08,6.055419999999681,37.230583333333335,08:24:24,38.65558624267578,39.561073303222656,0.0,0.0,473.0,,,,,,,,,,,,,,,,,,,
226,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.486882062230635,2017-09-17,Running 5.05 km in 31:03 min (6:09 min/km),2.712472309907834,06:08,5.053419999999902,31.050516666666667,08:54:40,42.88386535644531,42.32372283935547,0.0,0.0,389.0,,,,,,,,,,,,,,,,,,,
227,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.941182352941174,2017-09-18,Running 6.03 km in 34:10 min (5:40 min/km),2.941182208920513,05:39,6.029999999999999,34.16993333333333,07:17:40,0.0,0.0,0.0,0.0,470.0,,,,,,,,,,,,,,,,,,,
228,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.477860139177426,2017-09-20,Running 6.08 km in 35:26 min (5:50 min/km),2.858882906879938,05:49,6.079059999999735,35.439600000000006,07:10:41,59.72000503540039,59.88136672973633,0.0,0.0,479.0,,,,,,,,,,,,,,,,,,,
229,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.263509110237902,2017-09-21,Running 5.31 km in 32:36 min (6:09 min/km),2.713514303810844,06:08,5.308059999999707,32.60261666666666,06:28:59,32.09257507324219,41.038970947265625,0.0,0.0,412.0,,,,,,,,,,,,,,,,,,,
230,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.255843793998206,2017-09-22,Running 5.09 km in 30:30 min (5:59 min/km),2.782154597354339,05:59,5.091609999999787,30.5016,06:43:53,64.68346405029297,66.22288513183594,0.0,0.0,399.0,,,,,,,,,,,,,,,,,,,
231,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.391681885059893,2017-09-23,Running 8.07 km in 48:08 min (5:58 min/km),2.794071354982645,05:57,8.068369999999511,48.12791666666667,09:48:36,76.99982833862305,74.82784271240234,0.0,0.0,635.0,,,,,,,,,,,,,,,,,,,
232,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.257086277561981,2017-09-25,Running 10.10 km in 1:01:07 hr (6:03 min/km),2.755142249192171,06:02,10.103439999999843,61.11868333333334,07:21:34,64.4012680053711,63.15144729614258,0.0,0.0,791.0,,,,,,,,,,,,,,,,,,,
233,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.754682503426222,2017-09-26,Running 6.03 km in 36:29 min (6:03 min/km),2.754682503426221,06:03,6.029999999999999,36.0,05:21:40,0.0,0.0,0.0,0.0,472.0,,,,,,,,,,,,,,,,,,,
234,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.389116805788342,2017-09-27,Running 6.29 km in 40:48 min (6:29 min/km),2.56906461008047,06:29,6.289249999999696,40.80116666666667,06:41:48,29.31125259399414,27.982166290283203,0.0,0.0,475.0,,,,,,,,,,,,,,,,,,,
235,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.567891670991897,2017-09-28,Running 5.55 km in 31:13 min (5:37 min/km),2.963430726132847,05:37,5.55161999999985,31.222933333333334,06:43:13,39.85675239562988,33.91946029663086,0.0,0.0,441.0,,,,,,,,,,,,,,,,,,,
236,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.4749680334409,2017-09-30,Running 10.09 km in 58:42 min (5:49 min/km),2.863958710673637,05:49,10.088179999999461,58.70766666666667,08:20:49,79.58931732177734,75.81079864501953,0.0,0.0,794.0,,,,,,,,,,,,,,,,,,,
237,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.374720837186054,2017-10-02,Running 10.13 km in 1:00:02 hr (5:56 min/km),2.811426328489863,05:55,10.127929999999466,60.040283333333335,07:43:08,97.91122436523438,94.8963394165039,0.0,0.0,793.0,,,,,,,,,,,,,,,,,,,
238,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.374161618469742,2017-10-05,Running 10.19 km in 1:03:22 hr (6:13 min/km),2.679780424951066,06:13,10.187739999999442,63.36178333333333,06:16:32,78.66175842285156,69.72279357910156,0.0,0.0,781.0,,,,,,,,,,,,,,,,,,,
239,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.364314046634917,2017-10-06,Running 5.11 km in 29:08 min (5:42 min/km),2.924418172141994,05:41,5.110449999999856,29.125166666666665,07:52:19,29.734024047851562,31.446243286132812,0.0,0.0,403.0,,,,,,,,,,,,,,,,,,,
240,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.476238387970525,2017-10-07,Running 5.34 km in 30:58 min (5:48 min/km),2.87599792275992,05:47,5.344279999999778,30.97058333333333,08:43:26,32.949737548828125,30.465957641601562,0.0,0.0,422.0,,,,,,,,,,,,,,,,,,,
241,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.574567737352561,2017-10-09,Running 10.06 km in 56:15 min (5:36 min/km),2.980542473792267,05:35,10.060379999999677,56.25586666666666,08:36:20,66.78724670410156,67.3553466796875,0.0,0.0,796.0,,,,,,,,,,,,,,,,,,,
242,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.771144007055873,2017-10-11,Running 5.07 km in 31:31 min (6:13 min/km),2.680513259738578,06:13,5.070029999999936,31.524,06:20:02,38.68359375,39.79072570800781,0.0,0.0,387.0,,,,,,,,,,,,,,,,,,,
243,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.307013243985963,2017-10-12,Running 6.06 km in 33:19 min (5:30 min/km),3.030090507130975,05:30,6.05735999999981,33.317816666666666,07:13:37,34.88389587402344,39.785400390625,0.0,0.0,481.0,,,,,,,,,,,,,,,,,,,
244,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.336453271028038,2017-10-13,Running 3.01 km in 21:28 min (7:08 min/km),2.336454038999377,07:07,3.0100000000000007,21.471283333333336,06:27:00,0.0,0.0,0.0,0.0,238.0,,,,,,,,,,,,,,,,,,,
245,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.520657880157635,2017-10-13,Running 5.04 km in 28:02 min (5:33 min/km),2.99896014977642,05:33,5.044169999999896,28.032883333333334,07:22:00,21.112142562866214,20.425138473510746,0.0,0.0,401.0,,,,,,,,,,,,,,,,,,,
246,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.562774135341529,2017-10-14,Running 10.06 km in 55:41 min (5:32 min/km),3.011585114737659,05:32,10.062259999999627,55.686400000000006,09:07:18,51.374621868133545,50.06138849258423,0.0,0.0,797.0,,,,,,,,,,,,,,,,,,,
247,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.674524350276757,2017-10-16,Running 10.15 km in 55:26 min (5:28 min/km),3.051656107791812,05:27,10.15014999999964,55.4352,07:47:39,42.97998809814453,45.7782039642334,0.0,0.0,805.0,,,,,,,,,,,,,,,,,,,
248,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.599403268257465,2017-10-18,Running 10.09 km in 55:38 min (5:31 min/km),3.023130119128966,05:30,10.090379999999847,55.62876666666667,07:38:13,44.28791046142578,44.1875,0.0,0.0,799.0,,,,,,,,,,,,,,,,,,,
249,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.648301090531945,2017-10-19,Running 7.10 km in 38:18 min (5:24 min/km),3.09111401708924,05:23,7.103210000000134,38.299083333333336,07:20:22,49.10755157470703,50.513267517089844,0.0,0.0,564.0,,,,,,,,,,,,,,,,,,,
250,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.516339600344197,2017-10-20,Running 5.09 km in 27:50 min (5:28 min/km),3.047091346384224,05:28,5.087960000000064,27.829600000000003,08:23:32,23.255050659179688,23.054229736328125,0.0,0.0,402.0,,,,,,,,,,,,,,,,,,,
251,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.857392597359704,2017-10-21,Running 11.07 km in 58:13 min (5:15 min/km),3.169661286638019,05:15,11.071760000000639,58.21736666666666,10:07:51,73.77090454101562,68.20088958740234,0.0,0.0,882.0,,,,,,,,,,,,,,,,,,,
252,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,1.847831283869509,2017-10-21,Running 0.56 km in 6:11 min (10:58 min/km),1.519178976797403,10:58,0.5629499999999991,6.176033333333334,23:50:27,6.5767364501953125,7.424919128417969,0.0,0.0,32.0,"Duration=6.176, Speed=1.52",,,,,,,,,,,,,,,,,,
253,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.711498420039723,2017-10-23,Running 10.46 km in 53:41 min (5:08 min/km),3.247002292364861,05:07,10.459010000000642,53.68546666666667,07:36:48,55.72651672363281,54.106773376464844,0.0,0.0,835.0,,,,,,,,,,,,,,,,,,,
254,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.783668736762401,2017-10-25,Running 10.04 km in 53:57 min (5:22 min/km),3.101115875797747,05:22,10.038340000000188,53.95015,09:05:07,58.6171989440918,58.60927200317383,0.0,0.0,795.0,,,,,,,,,,,,,,,,,,,
255,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.5627634884297,2017-10-26,Running 5.05 km in 27:06 min (5:22 min/km),3.103906151980348,05:22,5.046790000000143,27.099133333333334,07:45:04,15.573837280273438,14.664880752563477,0.0,0.0,403.0,,,,,,,,,,,,,,,,,,,
256,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.666671999999999,2017-10-30,Running 10.08 km in 1:03 hr (6:15 min/km),2.666672310417588,06:17,10.0,62.99986666666667,07:49:11,0.0,0.0,0.0,0.0,790.0,,,,,,,,,,,,,,,,,,,
257,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.491902405722882,2017-11-01,Running 10.12 km in 59:59 min (5:56 min/km),2.811314462926848,05:55,10.116739999999298,59.97633333333333,08:48:24,63.21221160888672,62.8951301574707,0.0,0.0,781.0,,,,,,,,,,,,,,,,,,,
258,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.656092150594311,2017-11-02,Running 5.15 km in 28:27 min (5:32 min/km),3.015691231983821,05:31,5.147990000000159,28.451133333333335,08:12:04,29.863449096679688,29.070755004882812,0.0,0.0,406.0,,,,,,,,,,,,,,,,,,,
259,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.911813874682675,2017-11-04,Running 8.18 km in 43:39 min (5:20 min/km),3.123378968449427,05:20,8.181610000000095,43.657900000000005,09:14:38,38.37432861328125,38.52229309082031,0.0,0.0,652.0,,,,,,,,,,,,,,,,,,,
260,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.830894780490595,2017-11-07,Running 10.06 km in 55:59 min (5:34 min/km),2.993495068457893,05:34,10.055119999999375,55.98316666666666,07:59:21,49.723188400268555,48.798377990722656,0.0,0.0,799.0,,,,,,,,,,,,,,,,,,,
261,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.609977217240901,2017-11-08,Running 5.62 km in 30:40 min (5:27 min/km),3.054980107402046,05:27,5.62002999999992,30.66048333333333,08:55:36,41.09074401855469,42.665565490722656,0.0,0.0,446.0,,,,,,,,,,,,,,,,,,,
262,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.723534897808253,2017-11-09,Running 5.20 km in 30:08 min (5:48 min/km),2.876657709784715,05:47,5.201839999999731,30.138216666666665,08:41:54,22.351394653320312,21.778011322021484,0.0,0.0,407.0,,,,,,,,,,,,,,,,,,,
263,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.609227975991588,2017-11-10,Running 3.20 km in 18:07 min (5:40 min/km),2.938554822974051,05:40,3.1951699999999064,18.122116666666667,09:08:19,18.263702392578125,16.987464904785156,0.0,0.0,250.0,,,,,,,,,,,,,,,,,,,
264,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,4.017396321786832,2017-11-13,Running 10.09 km in 54:59 min (5:27 min/km),3.059311609951426,05:26,10.093029999999727,54.9853,10:04:44,69.75460052490234,74.06422424316406,0.0,0.0,803.0,,,,,,,,,,,,,,,,,,,
265,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.534992306135619,2017-11-14,Running 5.80 km in 33:23 min (5:46 min/km),2.894036091768936,05:45,5.797089999999827,33.385266666666666,07:29:27,32.77799606323242,35.21949768066406,0.0,0.0,454.0,,,,,,,,,,,,,,,,,,,
266,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.030309090909091,2017-11-16,Running 6.04 km in 33:13 min (5:30 min/km),3.030309111597655,05:32,6.0,33.21993333333333,07:10:14,0.0,0.0,0.0,0.0,470.0,,,,,,,,,,,,,,,,,,,
267,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.887238289132681,2017-11-17,Running 10.07 km in 59:08 min (5:52 min/km),2.83855340322738,05:52,10.071019999999947,59.132349999999995,07:20:07,59.30951499938965,63.838449478149414,0.0,0.0,779.0,,,,,,,,,,,,,,,,,,,
268,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,1.798715203426124,2017-11-17,Running 0.73 km in 7:52 min (10:45 min/km),1.549659186074847,10:45,0.7309199999999929,7.861083333333334,10:35:17,8.71965503692627,9.01295280456543,0.0,0.0,40.0,"Duration=7.861, Speed=1.55",,,,,,,,,,,,,,,,,,
269,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.020206060606061,2017-11-18,Running 2.68 km in 22:07 min (8:15 min/km),2.020206588737951,11:03,2.0,22.10995,16:56:25,0.0,0.0,0.0,0.0,191.0,,,,,,,,,,,,,,,,,,,
270,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,1.982531453960025,2017-11-19,Running 16.92 km in 2:45:05 hr (9:45 min/km),1.708290227681676,09:45,16.920490000000374,165.08211666666665,00:18:23,265.9600524902344,256.96559143066406,0.0,0.0,1014.0,,,,,,,,,,,,,,,,,,,
271,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.718051496745503,2017-11-21,Running 10.40 km in 1:00:41 hr (5:50 min/km),2.856330338470193,05:50,10.400569999999515,60.68725,13:02:28,80.02272033691406,79.95930480957031,0.0,0.0,809.0,,,,,,,,,,,,,,,,,,,
272,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,1.818185454545455,2017-11-22,Running 10.04 km in 1:32:02 hr (9:10 min/km),1.818185440065165,09:09,10.040000000000003,92.03314999999999,04:01:55,0.0,0.0,0.0,0.0,618.0,,,,,,,,,,,,,,,,,,,
273,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,3.834632647926532,2017-11-23,Running 10.35 km in 1:02:57 hr (6:05 min/km),2.741676008656767,06:04,10.354909999999343,62.94756666666667,12:13:02,86.31398010253906,84.77879333496094,0.0,0.0,802.0,,,,,,,,,,,,,,,,,,,
274,Nike+ 2.10.6  ,indoor,37.983414497227194,23.755077452004382,2.027149195254802,2017-11-26,Running 10.01 km in 1:38:24 hr (9:50 min/km),1.695270536940775,09:49,10.008249999999668,98.39383333333333,00:33:55,143.05255126953125,159.43228912353516,0.0,0.0,587.0,,,,,,,,,,,,,,,,,,,
